Issue ID,Request,labels
IPC206095,"Please emphasize benefits over features the Careers page intro — let's remove the term 'innovative', it's overused.",1
IPC206096,The icons in the Features section [436] could benefit from a cleaner aesthetic.,2
IPC206097,"We'd like to change the branding of login page, to improve consistency with email templates.",1
IPC206098,Switch the entire layout to match our mobile app UI. (ref 5487),1
IPC206099,Please rewrite for clarity the homepage hero title — consider phrasing that implies urgency.,1
IPC20701,The design of the loading animation [761] overemphasizes less important elements.,0
IPC207010,Please align better with our brand voice in the homepage hero title — SEO team suggested including 'digital strategy'.,2
IPC2070100,Please update to reflect our new tone the form confirmation message — current phrasing doesn't perform well in tests.,0
IPC207011,The padding on Services section feels disconnected from the rest of the site.,0
IPC207012,"Please add a live metrics dashboard, based on previous analytics review.",1
IPC207013,The typographic treatment of headers [978] doesn't reflect our updated brand values.,0
IPC207014,The contrast levels in the hero section doesn't reflect our updated brand values.,0
IPC207015,Can we switch all body fonts to Comic Sans for internal testing? (ref 8116),1
IPC207016,"Please add a customizable data visualization blocks, to meet regulatory compliance.",1
IPC207017,Please emphasize benefits over features the Testimonials section intro — align this with what we say in the sales deck.,1
IPC207018,Please replace jargon in the footer legal copy — mobile users are dropping off early on this section.,0
IPC207019,Please optimize for SEO the Careers page intro — the tone should feel more confident and less promotional.,2
IPC20702,Please rewrite for clarity the footer legal copy — consider phrasing that implies urgency.,1
IPC207020,Please change wording in the feature highlights under 'Why Choose Us' — SEO team suggested including 'digital strategy'.,1
IPC207021,Please simplify the form confirmation message — we want it to sound more personal and direct.,1
IPC207022,Please change wording in the Careers page intro — use simpler language for broader understanding.,1
IPC207023,"Please add a AI-powered search functionality, to align with product roadmap Q3.",2
IPC207024,The breadcrumbs on product pages does not retain state after refresh.,0
IPC207025,"We'd like to change the title of the Careers section, based on updated performance data.",1
IPC207026,"We'd like to change the alignment of content blocks, due to a late change from our leadership team.",1
IPC207027,The image usage on About page isn't engaging enough visually.,0
IPC207028,"Please add a web accessibility toolbar, to simplify the user journey.",2
IPC207029,"We'd like to change the hover color of service cards, to accommodate new messaging.",1
IPC20703,"We'd like to change the visual order of callouts, to improve consistency with email templates.",1
IPC207030,The padding on Services section doesn't reflect our updated brand values.,0
IPC207031,The visual hierarchy on homepage should be redesigned for better readability.,1
IPC207032,"Please revise the tagline in the hero section — let's remove the term 'innovative', it's overused.",0
IPC207033,Please align better with our brand voice in the SEO meta description — consider phrasing that implies urgency.,1
IPC207034,The dropdown appearance creates cognitive overload.,0
IPC207035,The design consistency across subpages [1009] makes the page feel too dense.,0
IPC207036,The icon usage in contact section [909] doesn't clearly highlight key messages.,0
IPC207037,"Please add a page-level feedback option, to address stakeholder concerns.",1
IPC207038,Please highlight user value in the SEO meta description — consider phrasing that implies urgency.,1
IPC207039,"We'd like to change the font used in the main navigation, even if the old version was signed off.",1
IPC20704,"Please add a pop-up alert for upcoming events, to align with product roadmap Q3.",1
IPC207040,The divider lines between sections [935] isn't engaging enough visually.,0
IPC207041,The icons in the Features section [443] creates cognitive overload.,0
IPC207042,Please optimize for SEO the main navigation labels — we're pivoting tone to be more conversational.,1
IPC207043,The typographic treatment of headers doesn’t pass accessibility color tests.,0
IPC207044,"We'd like to change the table layout on Plans page, after review with UX team.",1
IPC207045,"We'd like to change the table layout on Plans page, for alignment with latest design tokens.",1
IPC207046,Please make more actionable the blog post summaries — it should mention our core differentiator earlier.,1
IPC207047,Please simplify the CTA button label — the current version feels too generic.,0
IPC207048,Please align better with our brand voice in the Services overview paragraph — align this with what we say in the sales deck.,1
IPC207049,"We'd like to change the label of the primary CTA, to better align with current brand priorities.",1
IPC20705,The design consistency across subpages should use more consistent iconography.,1
